quizzes,solutions
007039400506180300000420008300870005100900802400500076000001684012006503000050000,287639451546187329931425768369872145175964832428513976753291684812746593694358217
000020107001090680600008530730100804006000095902400360140002008350000070009857000,893526147571394682624718539735169824416283795982475361147632958358941276269857413
890060005020390840104020000600079100002400090070005080005603701041000000030807050,893764215527391846164528973658279134312486597479135682985643721741952368236817459
000208050904000080000307610007000209506000400132000078020016003710529000689070000,361248957974651382258397614847135269596782431132964578425816793713529846689473125
000352000701900080560800403205000840040001320089006700800040015020030070106200900,498352167731964582562817493215793846647581329389426751873649215924135678156278934
600891740300050010000200609020900004001007280005006000009060001048730020070402038,652891743397654812814273659723985164961347285485126397239568471148739526576412938
290600408800502300007048050610000805003001920000930001070200000100086000504300760,295673418841592376367148259619427835453861927728935641976254183132786594584319762
200087019704000300080010060000205080800400006395070001020006105100003094607009003,236587419714962358589314762461235987872491536395678241923846175158723694647159823
800007023400520900051000007004003158905200000030060400060740085080009000000031670,896417523473528961251396847624973158915284736738165492169742385387659214542831679
002090004700008030050006000869700002400000095320610070107205800096400000040073500,682397154714528936953146287869754312471832695325619478137265849596481723248973561
200000035068900020004100007107605300400080201500300608700800400000071096019503000,271468935368957124954132867187625349436789251592314678725896413843271596619543782
600010005290007030000500940529008000104900860870030002007081400900073006080600020,648319275295847631713526948529768314134952867876134592367281459952473186481695723
080500000009214500060970200510000037007090008302001640906003070003020001004850069,281536794739214586465978213518462937647395128392781645956143872873629451124857369
008030090074089600031700500400600002020007409096100003000070200500060010360402080,658231794274589631931746528485693172123857469796124853819375246542968317367412985
100070046090002008040600530065003780800700253200100000087004005020030090004091820,152378946396452178748619532465923781819746253273185469987264315521837694634591827
080030290000065007704000003569100800000080030070420109200000000908057004340200610,685734291132965487794812563569173842421589736873426159256341978918657324347298615
019007542300490000006002000507030100000056730002014608071620000600805070008003090,819367542325491867746582913567938124184256739932714658471629385693845271258173496
100005090090000104027089600056400200000300078708000350900060040030500700580023001,163245897895637124427189635356478219219356478748912356972861543631594782584723961
702006005090400630301800040024619000070002000005000806006004090080050300039200107,742136985598427631361895742824619573673582419915743826156374298287951364439268157
020000309300009080017400000050008401200750030609001250000094706096507002804100000,428615379365279184917483625753928461241756938689341257532894716196537842874162593
006049002702000508000000900160800704400372000900060805070020610030751009080030400,816549372792613548345287961163895724458372196927164835579428613634751289281936457
609000107080306005420050000300802009000600040047000306930180600800974010005000800,659428137781396425423751968316842759598637241247519386934185672862974513175263894
960030501000900002504600000800029700100400020070803005050240190380007060490010807,968732541713954682524681379845129736136475928279863415657248193381597264492316857
300005610008001009079602080000400320500209400002030050401900700006010800090780034,324895617658371249179642583967458321513269478842137956481923765736514892295786134
001080090200000580580060703020007000035804100040123806706205000000900410400010005,371582694264379581589461723128657349635894172947123856716245938852936417493718265
703004510050860790098000300007008001009006450300501002600000040204010079085702060,763924518152863794498157326527498631819236457346571982671389245234615879985742163
030100405194050020005080070700610800080402009000300067900000000002537900608240100,837126495194753628265984371729615834386472519541398267953861742412537986678249153
104600002020000700089003010035000001000902400600040508008030060070804903900175004,154697382326518749789423615435786291817952436692341578548239167271864953963175824
080900024000530100149608007450100006602700040000006850003400710016002080790000300,385917624267534198149628537458193276632785941971246853823469715516372489794851362
800560029300000400000308001980007015005620000020001067007200030060040000004900578,871564329359172486642398751986437215715629843423851967197285634568743192234916578
240100360010006004000750080030409008600027000100500297300080000576300009008600520,247198365815236974963754182732419658659827431184563297321985746576342819498671523
007902000350000021080005704000730950002040367006009000900870030600020010814000005,467912583359487621281365794148736952592148367736259148925871436673524819814693275
270600040003000065059830100002040003014789020060100700008000400000452089900310000,271695348483271965659834172792546813314789526865123794528967431137452689946318257
087000523040010806520300400602790080000450060000002795005007000004006037010980000,187649523349215876526378419652791384978453261431862795265137948894526137713984652
590000200064000070010245003300070010700634008000810020002300569078006100005001004,593768241264193875817245693389572416721634958456819327142387569978456132635921784
470008100003120000802403060020037084000010030047090250601000095050640000290000078,475968123963125847812473569126537984589214736347896251631782495758649312294351678
021073080004100527080090000460000090900520630207000800053004270070080005600009300,521473986394168527786295143465831792918527634237946851853614279179382465642759318
050100902090037000100200004209000500010650730000004086003480095080025000600091003,356148972492537618178269354269873541814652739537914286723486195981325467645791823
090800040003001000450000907000002630600015089082400000109570008006020703037604120,291857346763941852458236917915782634674315289382469571129573468546128793837694125
400809020510030040030007806926300504003600010080075002070000091605480030000002600,467859123518236749239147856926318574753624918184975362872563491695481237341792685
002000001000306050840070096601907805500062700900104030107080020490025000083000000,362598471719346258845271396621937845534862719978154632157683924496725183283419567
000003400602059080000810070019000830504120000200037500890400005075000610300600090,187263459642759183953814276719546832534128967268937541896471325475392618321685794
080059000067082509000000100008006002010024090340900060790300041004005006021090008,183759624467182539259643187978536412516824793342971865795368241834215976621497358
861005240000601007040030090000400619003012700700000800080000420105900000032086005,861795243329641587547238196258473619693812754714569832986357421175924368432186975
093400510100206090007000300600800009050007084074100030000000041020950800900381200,293478516185236497467519328612843759359627184874195632538762941721954863946381275
000300020860900074000471009170020500256040980900060030710000000349000600020500403,497386125861952374532471869173829546256743981984165732715634298349218657628597413
900401002064000005005092803000306200027010030400080900600800500010004008308009076,983451762264738195175692843591346287827915634436287951642873519719564328358129476
640000030005000986089700000068105007570980400910007000002000100430200000000830065,641598732725413986389762514268145397573986421914327658852679143436251879197834265
036000109008030460700200000061000058000084300050090702000100075095047601010302090,536478129128935467749216583461723958972584316853691742384169275295847631617352894
210507006000040087098003000000600809450008020020190400047012305501030092060000000,214587936635941287798263514173624859459378621826195473947812365581436792362759148
140020060600000798000300000462080507005000900008503020790045010030010200050009476,149728365623154798587396142462981537375462981918573624796245813834617259251839476
000030020005010000342086900200100600600009154030040090800400007100760805067052300,716934528985217436342586971294175683678329154531648792853491267129763845467852319
001000064009007500480950027006000030038070000200030495000800306072061800005093041,751382964629147583483956127546219738938574612217638495194825376372461859865793241
420703001605240800001080060050070000200806900010930620030000759709010004000000030,428763591695241873371589462956172348243856917817934625134628759769315284582497136
600075200003480100108003605980000060007500010000267390820030700041000030500009004,694175283253486179178923645982341567367598412415267398829634751741852936536719824
761000350309000400800009000000465000683010000005230970010700098002500004400002760,761824359329651487854379621297465813683917542145238976516743298972586134438192765
600050017840000000003241000010670902007003050004820300450000108020009005708006049,692358417841967523573241896315674982287193654964825371459732168126489735738516249
000013004040902600170800000890604007001000008065070230000000510602080040530460900,256713894348952671179846325893624157721395468465178239984237516612589743537461982
400100200003240000580609010006010030090080007100507004007800061000005940960300805,479153286613248759582679413746912538395486127128537694257894361831765942964321875
000000087007009500806301020600005004720034010400920000390500800000000642001807090,932456187147289563856371429689715234725634918413928756394562871578193642261847395
007326004010050700008000095941270060206000000053084000800901503000040006400702089,597326814614859732328417695941275368286193457753684921872961543139548276465732189
800930000029480056310005002073006900050310004102007008040000001000090560000268070,865932147729481356314675892473826915658319724192547638946753281287194563531268479
809704020005060007470300600100020800050109300940836050000000416000590080082001005,869714523325968147471352698136425879258179364947836251593287416614593782782641935
008010002600039000040200059087300040300096527000405030050007010803002600190000804,938514762625739481741268359587321946314896527269475138456987213873142695192653874
508002406000109000070004200602370140030600502980000007000080700794006308003020001,518732496246159873379864215652378149437691582981245637125983764794516328863427951
405700000062084010900305760006030900004006385800207000080010009000003620021509007,435761298762984513918325764156438972274196385893257146387612459549873621621549837
307950000000003400020068300000300761403790800005201000602000194509814200000000007,347952618856173429921468375298345761413796852765281943682537194579814236134629587
520841900386500010000700000070004650950030040000170020000002460100608305803000001,527841936386529714419763582271984653958236147634175829795312468142698375863457291
040700001009608052700095034060002090092001570807004003000200080605030010010800609,548723961139648752726195834361572498492381576857964123974216385685439217213857649
016700800804062030000003009071090085903000400040005702500004200002537040007001600,316759824894162537725843169271496385953278416648315792539684271162537948487921653
008074200600905080053000104807500300040006005030100020410000860079080030000092007,198374256624915783753268194867529341241836975935147628412753869579681432386492517
005680304030702800100049020000090400310520006960000080807004603000000710650003009,725681394439752861186349527578196432314528976962437185897214653243965718651873249
150008000040500062009003400005080007803102000060900530706091340000000020004267100,152648973347519862689723451495386217873152694261974538726891345918435726534267189
540001008008060500170030420001000000204850300060090075320705006007049803000013090,542971638938462517176538429751326984294857361863194275329785146617249853485613792
120008000500103740000000003094000370800090106600005000007060490416070802902510000,123748569569123748748956213294681375835497126671235984357862491416379852982514637
600893000090020705004001000028706014000000378409030200700400100010002000503000680,657893421891624735234571869328756914165249378479138256782465193916382547543917682
000900085002004700390050006700802400415003900080001003007008500006470002840600390,174936285652184739398257146763892451415763928289541673927318564536479812841625397
000090130308060009060001500200089007036102040750604800100000700470003090000850002,524798136318465279967321584241589367836172945759634821182946753475213698693857412
000415000006800000000007039080720160000000203590031400003004786701902050408000000,839415627276893541145267839384729165617548293592631478923154786761982354458376912
380050900005170080062804000004708500500009237000010009800060100043002006007930450,381256974495173682762894315934728561518649237276315849859467123143582796627931458
706002100940100050308900004001200000080500906503064801407030000000400097000805602,756342189942186753318957264671298435284513976593764821427639518865421397139875642
030007069050800247000029580700045900081700002002308400906003000004160005820000600,238457169659831247147629583763245918481796352592318476916583724374162895825974631
500870100003002600070005092060000000000914008024000350300400007900538406008760501,592876143483192675671345892869253714735914268124687359356421987917538426248769531
005001083700060000020943600800029000090700300040580710600000495300008200071002000,465271983739865142128943657817329564596714328243586719682137495354698271971452836
009008407700560080020040090050083001002054000004001670017030008630900150090000020,569328417741569382823147596956783241172654839384291675217435968638972154495816723
091003506004650020000408703070006004000300085502019000900000070080002601605704930,891273546734651829256498713378526194169347285542819367923165478487932651615784932
020600309037800516150000000009104002410020000000089040000067450008905061200000703,824651379937842516156793824589174632413526987672389145391267458748935261265418793
410050003000016504030002980008009007276001000500840306029003000700000800800604709,417958263982316574635472981348269157276531498591847326129783645764195832853624719
003007080001060050700008403205806030840200760000500001500000072370410000020095006,453127689981364257762958413215876934849231765637549821594683172376412598128795346
900074100070620400030500070719800006480009500205400000002010693050080200006003700,928374165571628439634591872719852346483169527265437981842715693357986214196243758
000600010798000000400289000250003470030001096601507002300140067002000005070906208,523674819798315624416289753259863471837421596641597382385142967962738145174956238
090007042500000000080320690009100500040050068030408210070210050108706003620030900,396587142512649387487321695869172534241953768735468219973214856158796423624835971
020007940370005020041000080109324007004580001200000000006100304507900600000003879,625817943378495126941236785189324567764589231253761498896172354537948612412653879
108209070000000681073000040460803520200746190000090000030901402000085000050600730,148269375592437681673158249469813527285746193317592864836971452724385916951624738
975000608026003914000080000000148300350200000109050060040001509000730100007604000,975412638826573914431986257762148395354269781189357462643821579298735146517694823
500106300800003060062040000000098024071030080009400507030025701100670250000000098,594186372817253469362947815653798124471532986289461537936825741148679253725314698
300000000806001005000758400400002901020080000098100306940020708035090102700403600,354269817876341295219758463467532981123986574598174326941625738635897142782413659
307402050598700002060080001000200068640000000002031000030006904480005326000090087,317462859598713642264589731953247168641958273872631495735826914489175326126394587
207006000600980030000100590000740000500002400301650709700400082002003160084009005,297536841615984237438127596829741653576392418341658729763415982952873164184269375
004002000539080000001900047070508190010340000850790026200000304007060500300104602,784612935539487261621935847476528193912346758853791426265879314147263589398154672
000100420047300590506090030014006070200410600600037008000900300005082009080570200,893165427147328596526794831314856972278419653659237148762941385435682719981573264
140000000090080063005027408070642090900000000600510802020803100000096007080250904,148365729297184563365927418871642395952738641634519872429873156513496287786251934
900470008300900000012036009007600420004500816080000307501062000000000704060308150,956471238378925641412836579197683425234597816685214397541762983823159764769348152
800560012010009006400201790205108603000400000900006087600080030004050200093702004,839567412712849356456231798275198643368475921941326587627984135184653279593712864
083000020040000680100204079500600002009018730070400801002036400090157060031000500,983765124247391685165284379518673942429518736376429851752936418894157263631842597
009540130003008900470010200160005090000020040024600700700100603058902001000867000,289546137513278964476319258167485392935721846824693715792154683658932471341867529
003000706940100002875000010690050470200006190050430020000847050000005300010600809,123594786946178532875362914698251473234786195751439628369847251482915367517623849
001600000769004200305010080600300104000200300108079005824000700070500060000900830,281693547769854213345712986692385174457261398138479625824136759973528461516947832
906702003004000000087050109001670390040900052600003700308001406000200810050040007,916782543534169278287354169821675394743918652695423781378591426469237815152846937
002000069870900002400080700000465970300010000000209084003007201107540000058006030,512374869876951342439682715281465973394718526765239184643897251127543698958126437
080706300300000509570290600000025060019000008000840017460010000007500034103900820,981756342326481579574293681748125963219637458635849217462318795897562134153974826
500000708000000462260008000002070905070319000830420006001000540387540020006030000,513264798798153462264798351142876935675319284839425176921687543387541629456932817
720050801300286009500003400005830207007600000904000010600310094000005060019700308,726954831341286579598173426165839247237641985984527613652318794873495162419762358
000100596609305004700000380120090005467050000300400720200017830900006000000008402,832174596619385274754629381128793645467852913395461728246517839983246157571938462
071360080240005000008001520000506310007940008052000009006130790914000030000080400,571362984243895176698471523489526317167943258352718649826134795914657832735289461
270015060901870230000009004600000000009004183358200006000000090807030500005647320,273415869941876235586329714614783952729564183358291476432158697867932541195647328
705098300002300070040102000020009706036000081800500940059200800007406203000000015,715698324692345178348172659524819736936724581871563942459231867187456293263987415
000800000063972005015043700001006280049730150300020400027080000090004360500000900,972815634463972815815643792751496283249738156386521479627389541198254367534167928
000200009049375000603010020030500800008000002507009010802060405105400738090000061,751286349249375186683914527936521874418637952527849613872163495165492738394758261
002503670050460091009000050160080300024000900000070162040010830500900020708600004,412593678853467291679821453167289345324156987985374162246715839531948726798632514
060103080015020000002650740450009100300870460000040028000000009000402310081007250,764193582815724693932658741458269137329871465176345928243516879597482316681937254
500900036000000502860007000090084320050010007006300180000021960073006200009450008,517942836934168572862537491791684325358219647246375189485721963173896254629453718
491200070000006000007451900715000820080000006000047009503090008009712003062030400,491283675258976341637451982715369824984125736326847159573694218849712563162538497
400209000600074830000650190001045083209008005540012700080000946370000500006000008,413289657695174832827653194761945283239768415548312769182537946374896521956421378
080400065006927000193008002002649001038010500000300070000000130000000409470150028,287431965546927813193568742752649381638712594914385276865294137321876459479153628
500040300018030000900200580090004706203009018140600020000300207602050090000710064,526841379718935642934267581895124736263579418147683925481396257672458193359712864
010060040943010000076009080700300000001800530000095072580002706002500400090146050,815263947943718625276459381759321864621874539438695172584932716162587493397146258
502049170800070000004600092000000607768500040009030200207005903940100560010308000,532849176896271435174653892321984657768512349459736281287465913943127568615398724
006201009009375020570000800030007610020400080700060040800003204010506300400900075,346281759189375426572694831934857612621439587758162943895713264217546398463928175
100903420850000137024507000008000763000040950600002000070001340906050080001039000,167983425859426137324517698248195763713648952695372814572861349936754281481239576
090008014100200060305009000057000002020074609003600870000035480000100200476902300,792368514184257963365419728657893142821574639943621875219735486538146297476982351
907012008050090060003608057005806000400003020020000701030400009609780013001009540,967512438854397162213648957175826394498173625326954781532461879649785213781239546
045001800800300009039004260060800594070009000200600001000547012003020056000103070,645291837827356149139784265361872594578419623294635781986547312713928456452163978
820049005005002600001038000042000090603957004000006001509080403006300700200705800,827649135395172648461538927742813596613957284958426371579281463186394752234765819
208009000051080030400070605000028000507060400004003091105200008090016070370000012,268539147751684239439172685913428756587961423624753891145297368892316574376845912
007000004006803901100760830803070500000040702029105400000002006004658000030900200,387591624456823971192764835843276519561349782729185463978432156214658397635917248
010002074304008200050460000400950300000000180920703006002097503130206700089010000,816532974394178265257469831468951327573624189921783456642897513135246798789315642
300510700200008690000000043000041805905067000007030026001003007540000100736029008,369514782254378691178692543623941875985267314417835926891453267542786139736129458
200900800801002750030410062048309000950200040000780510306000400000106003072090000,264975831891632754735418962148359627957261348623784519316827495589146273472593186
040056901900040780002710400060000347001008000359020600807900030000002056605100200,743856921916243785582719463268591347471638592359427618827965134194372856635184279
000000016060800905530700040000309280008060490910040000800402600290501070305000008,482953716167824935539716842654379281728165493913248567871432659296581374345697128
003060000000009428201057030080630040504090600700002105902000000060008071300140050,893264517657319428241857936189635742524791683736482195912573864465928371378146259
700930200000006090008500003960450000350090017480072000005003006004800075120000030,716934258543286791298517643967451382352698417481372569875143926634829175129765834
008215704003604501000070096205801400000023008090007100100089060304000002670000000,968215734723694581541378296235861479417923658896547123152489367384756912679132845
020050091504000080000749000300602000080130609650900008048000307930010020107800005,726358491594261783813749562379682154482135679651974238248596317935417826167823945
003005020000807400050920608000680901600502074040300500010798000092006180704000300,863145729921867453457923618275684931639512874148379562316798245592436187784251396
036091070028600040400008105000025690600370008010000507067504083340000000805000020,536491872128657349479238165783125694654379218912846537267514983341982756895763421
100002509090608730064300000010000040000060208809450007053084100000570390600001080,138742569295618734764395821516827943347169258829453617953284176481576392672931485
709602841304090200000500009500003060180000507000009008005278400210004003607000000,759632841364891275821547639592783164183426597476159328935278416218964753647315982
040500390617004005000128006500072030200005004006900007000080000409030810360201040,842567391617394285935128476594672138273815964186943527721489653459736812368251749
000002008870401000064300970000050349193807060056020000509000003002000780000264005,931672458875491236264385971728156349193847562456923817549718623612539784387264195
750090108000074060000200093486910002030086019000000500109000004540800020827030000,752693148398174265614258793486915372235786419971342586169527834543861927827439651
